Number of devices,Interaction,Signals,Successful rate
1,96.0,480.0,73.214286
2,224.0,1120.0,68.154762
3,342.0,1710.0,67.65873
4,452.0,2260.0,67.857143
5,574.0,2870.0,67.380952
6,684.0,3420.0,67.559524
7,802.0,4010.0,67.431973
