Number of devices,Interaction,Signals,Successful rate
1,106.0,530.0,70.238095
2,216.0,1080.0,69.345238
3,340.0,1700.0,67.857143
4,440.0,2200.0,68.75
5,558.0,2790.0,68.333333
6,678.0,3390.0,67.857143
7,794.0,3970.0,67.772109
