Number of devices,Interaction,Signals,Successful rate
1,120.0,600.0,66.071429
2,232.0,1160.0,66.964286
3,348.0,1740.0,67.063492
4,444.0,2220.0,68.452381
5,560.0,2800.0,68.214286
6,670.0,3350.0,68.253968
7,792.0,3960.0,67.857143
