Number of devices,Interaction,Signals,Successful rate
1,120.0,600.0,66.071429
2,226.0,1130.0,67.857143
3,346.0,1730.0,67.261905
4,444.0,2220.0,68.452381
5,560.0,2800.0,68.214286
6,660.0,3300.0,68.75
7,776.0,3880.0,68.537415
