Number of devices,Interaction,Signals,Successful rate
1,110.0,550.0,69.047619
2,222.0,1110.0,68.452381
3,346.0,1730.0,67.261905
4,460.0,2300.0,67.261905
5,568.0,2840.0,67.738095
6,668.0,3340.0,68.353175
7,774.0,3870.0,68.622449
