Number of devices,Interaction,Signals,Successful rate
1,124.0,620.0,64.880952
2,224.0,1120.0,68.154762
3,320.0,1600.0,69.84127
4,432.0,2160.0,69.345238
5,534.0,2670.0,69.761905
6,656.0,3280.0,68.948413
7,772.0,3860.0,68.707483
