Number of devices,Interaction,Signals,Successful rate
1,90.0,450.0,75.0
2,214.0,1070.0,69.642857
3,336.0,1680.0,68.253968
4,450.0,2250.0,68.005952
5,562.0,2810.0,68.095238
6,664.0,3320.0,68.551587
7,780.0,3900.0,68.367347
