Number of devices,Interaction,Signals,Successful rate
1,118.0,590.0,66.666667
2,230.0,1150.0,67.261905
3,340.0,1700.0,67.857143
4,456.0,2280.0,67.559524
5,574.0,2870.0,67.380952
6,674.0,3370.0,68.055556
7,798.0,3990.0,67.602041
