Number of devices,Interaction,Signals,Successful rate
1,116.0,580.0,67.261905
2,226.0,1130.0,67.857143
3,344.0,1720.0,67.460317
4,458.0,2290.0,67.410714
5,566.0,2830.0,67.857143
6,680.0,3400.0,67.757937
7,786.0,3930.0,68.112245
