Number of devices,Interaction,Signals,Successful rate
1,116.0,580.0,67.261905
2,230.0,1150.0,67.261905
3,336.0,1680.0,68.253968
4,452.0,2260.0,67.857143
5,570.0,2850.0,67.619048
6,668.0,3340.0,68.353175
7,772.0,3860.0,68.707483
