Number of devices,Interaction,Signals,Successful rate
1,118.0,590.0,66.666667
2,218.0,1090.0,69.047619
3,322.0,1610.0,69.642857
4,434.0,2170.0,69.196429
5,554.0,2770.0,68.571429
6,664.0,3320.0,68.551587
7,782.0,3910.0,68.282313
