Number of devices,Interaction,Signals,Successful rate
1,120.0,600.0,66.071429
2,222.0,1110.0,68.452381
3,316.0,1580.0,70.238095
4,406.0,2030.0,71.279762
5,532.0,2660.0,69.880952
6,652.0,3260.0,69.146825
7,748.0,3740.0,69.727891
