Number of devices,Interaction,Signals,Successful rate
1,110.0,550.0,69.047619
2,218.0,1090.0,69.047619
3,328.0,1640.0,69.047619
4,426.0,2130.0,69.791667
5,542.0,2710.0,69.285714
6,656.0,3280.0,68.948413
7,762.0,3810.0,69.132653
