Number of devices,Interaction,Signals,Successful rate
1,116.0,580.0,67.261905
2,228.0,1140.0,67.559524
3,354.0,1770.0,66.468254
4,452.0,2260.0,67.857143
5,572.0,2860.0,67.5
6,674.0,3370.0,68.055556
7,792.0,3960.0,67.857143
