Number of devices,Interaction,Signals,Successful rate
1,118.0,590.0,66.666667
2,218.0,1090.0,69.047619
3,338.0,1690.0,68.055556
4,450.0,2250.0,68.005952
5,558.0,2790.0,68.333333
6,654.0,3270.0,69.047619
7,750.0,3750.0,69.642857
