Number of devices,Interaction,Signals,Successful rate
1,96.0,480.0,73.214286
2,206.0,1030.0,70.833333
3,324.0,1620.0,69.444444
4,432.0,2160.0,69.345238
5,536.0,2680.0,69.642857
6,634.0,3170.0,70.039683
7,750.0,3750.0,69.642857
