Number of devices,Interaction,Signals,Successful rate
1,118.0,590.0,66.666667
2,234.0,1170.0,66.666667
3,338.0,1690.0,68.055556
4,440.0,2200.0,68.75
5,542.0,2710.0,69.285714
6,638.0,3190.0,69.84127
7,740.0,3700.0,70.068027
