Number of devices,Interaction,Signals,Successful rate
1,116.0,580.0,67.261905
2,220.0,1100.0,68.75
3,336.0,1680.0,68.253968
4,436.0,2180.0,69.047619
5,540.0,2700.0,69.404762
6,650.0,3250.0,69.246032
7,758.0,3790.0,69.302721
