Number of devices,Interaction,Signals,Successful rate
1,120.0,600.0,66.071429
2,226.0,1130.0,67.857143
3,332.0,1660.0,68.650794
4,432.0,2160.0,69.345238
5,530.0,2650.0,70.0
6,648.0,3240.0,69.345238
7,764.0,3820.0,69.047619
