Number of devices,Interaction,Signals,Successful rate
1,94.0,470.0,73.809524
2,208.0,1040.0,70.535714
3,300.0,1500.0,71.825397
4,396.0,1980.0,72.02381
5,522.0,2610.0,70.47619
6,616.0,3080.0,70.93254
7,710.0,3550.0,71.343537
