Number of devices,Interaction,Signals,Successful rate
1,116.0,580.0,67.261905
2,224.0,1120.0,68.154762
3,340.0,1700.0,67.857143
4,460.0,2300.0,67.261905
5,586.0,2930.0,66.666667
6,696.0,3480.0,66.964286
7,818.0,4090.0,66.751701
