Number of devices,Interaction,Signals,Successful rate
1,90.0,450.0,75.0
2,178.0,890.0,75.0
3,304.0,1520.0,71.428571
4,430.0,2150.0,69.494048
5,552.0,2760.0,68.690476
6,656.0,3280.0,68.948413
7,762.0,3810.0,69.132653
