Number of devices,Interaction,Signals,Successful rate
1,114.0,570.0,67.857143
2,230.0,1150.0,67.261905
3,346.0,1730.0,67.261905
4,444.0,2220.0,68.452381
5,564.0,2820.0,67.97619
6,668.0,3340.0,68.353175
7,772.0,3860.0,68.707483
