Number of devices,Interaction,Signals,Successful rate
1,112.0,560.0,68.452381
2,216.0,1080.0,69.345238
3,326.0,1630.0,69.246032
4,422.0,2110.0,70.089286
5,546.0,2730.0,69.047619
6,642.0,3210.0,69.642857
7,764.0,3820.0,69.047619
