Number of devices,Interaction,Signals,Successful rate
1,120.0,600.0,66.071429
2,236.0,1180.0,66.369048
3,356.0,1780.0,66.269841
4,456.0,2280.0,67.559524
5,562.0,2810.0,68.095238
6,674.0,3370.0,68.055556
7,792.0,3960.0,67.857143
