Number of devices,Interaction,Signals,Successful rate
1,110.0,550.0,69.047619
2,218.0,1090.0,69.047619
3,334.0,1670.0,68.452381
4,452.0,2260.0,67.857143
5,570.0,2850.0,67.619048
6,680.0,3400.0,67.757937
7,784.0,3920.0,68.197279
