Number of devices,Interaction,Signals,Successful rate
1,96.0,480.0,73.214286
2,196.0,980.0,72.321429
3,312.0,1560.0,70.634921
4,420.0,2100.0,70.238095
5,536.0,2680.0,69.642857
6,638.0,3190.0,69.84127
7,754.0,3770.0,69.472789
