Number of devices,Interaction,Signals,Successful rate
1,96.0,480.0,73.214286
2,222.0,1110.0,68.452381
3,324.0,1620.0,69.444444
4,438.0,2190.0,68.89881
5,554.0,2770.0,68.571429
6,674.0,3370.0,68.055556
7,776.0,3880.0,68.537415
