Number of devices,Interaction,Signals,Successful rate
1,108.0,540.0,69.642857
2,208.0,1040.0,70.535714
3,302.0,1510.0,71.626984
4,396.0,1980.0,72.02381
5,508.0,2540.0,71.309524
6,636.0,3180.0,69.940476
7,730.0,3650.0,70.493197
