Number of devices,Interaction,Signals,Successful rate
1,118.0,590.0,66.666667
2,228.0,1140.0,67.559524
3,334.0,1670.0,68.452381
4,438.0,2190.0,68.89881
5,556.0,2780.0,68.452381
6,674.0,3370.0,68.055556
7,780.0,3900.0,68.367347
