Default GU,Interaction,Signals,Successful rate
1,3614.0,13245.0,67.091837
5,2307.0,6803.0,67.091837
10,2133.0,5933.0,67.091837
30,2005.0,5293.0,67.602041
35,1995.0,5243.0,67.602041
40,1989.0,5213.0,67.602041
50,1987.0,5203.0,67.346939
250,2311.0,6823.0,52.380952
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
