Default GU,Interaction,Signals,Successful rate
1,3582.0,13117.0,69.812925
5,2243.0,6483.0,69.812925
10,2069.0,5613.0,69.812925
30,1941.0,4973.0,70.323129
35,1935.0,4943.0,70.153061
40,1927.0,4903.0,70.238095
50,1935.0,4943.0,69.557823
250,2277.0,6653.0,53.826531
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
