Default GU,Interaction,Signals,Successful rate
1,3605.0,13209.0,67.857143
5,2287.0,6703.0,67.942177
10,2113.0,5833.0,67.942177
30,1985.0,5193.0,68.452381
35,1987.0,5203.0,67.942177
40,1967.0,5103.0,68.537415
50,1977.0,5153.0,67.772109
250,2277.0,6653.0,53.826531
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
