Default GU,Interaction,Signals,Successful rate
1,3601.0,13193.0,68.197279
5,2285.0,6693.0,68.027211
10,2099.0,5763.0,68.537415
30,1967.0,5103.0,69.217687
35,1979.0,5163.0,68.282313
40,1949.0,5013.0,69.302721
50,1969.0,5113.0,68.112245
250,2283.0,6683.0,53.571429
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
