Default GU,Interaction,Signals,Successful rate
1,3593.0,13161.0,68.877551
5,2265.0,6593.0,68.877551
10,2091.0,5723.0,68.877551
30,1955.0,5043.0,69.727891
35,1955.0,5043.0,69.302721
40,1939.0,4963.0,69.727891
50,1949.0,5013.0,68.962585
250,2287.0,6703.0,53.401361
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
