Default GU,Interaction,Signals,Successful rate
1,1.0,12034.0,67.687075
5,5.0,5570.0,67.517007
10,10.0,4650.0,67.942177
50,50.0,3960.0,67.857143
250,250.0,5610.0,52.636054
500,500.0,8370.0,28.996599
1000,1000.0,10030.0,14.795918
2000,2000.0,10030.0,14.795918
