Default GU,Interaction,Signals,Successful rate
1,3582.0,13117.0,69.812925
5,2243.0,6483.0,69.812925
10,2061.0,5573.0,70.153061
30,1935.0,4943.0,70.578231
35,1941.0,4973.0,69.897959
40,1919.0,4863.0,70.578231
50,1933.0,4933.0,69.642857
250,2309.0,6813.0,52.465986
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
