Default GU,Interaction,Signals,Successful rate
1,1.0,11838.0,71.853741
5,5.0,5060.0,71.853741
10,10.0,4190.0,71.853741
50,50.0,3550.0,71.343537
250,250.0,5500.0,53.571429
500,500.0,8370.0,28.996599
1000,1000.0,10030.0,14.795918
2000,2000.0,10030.0,14.795918
