Default GU,Interaction,Signals,Successful rate
1,3597.0,13177.0,68.537415
5,2273.0,6633.0,68.537415
10,2091.0,5723.0,68.877551
30,1961.0,5073.0,69.472789
35,1969.0,5113.0,68.707483
40,1945.0,4993.0,69.472789
50,1961.0,5073.0,68.452381
250,2283.0,6683.0,53.571429
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
