Default GU,Interaction,Signals,Successful rate
1,3600.0,13187.0,68.197279
5,2287.0,6703.0,67.942177
10,2105.0,5793.0,68.282313
30,1973.0,5133.0,68.962585
35,1969.0,5113.0,68.707483
40,1957.0,5053.0,68.962585
50,1963.0,5083.0,68.367347
250,2307.0,6803.0,52.55102
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
