Default GU,Interaction,Signals,Successful rate
1,3603.0,13201.0,67.942177
5,2281.0,6673.0,68.197279
10,2107.0,5803.0,68.197279
30,1979.0,5163.0,68.707483
35,1963.0,5083.0,68.962585
40,1965.0,5093.0,68.622449
50,1959.0,5063.0,68.537415
250,2287.0,6703.0,53.401361
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
