Default GU,Interaction,Signals,Successful rate
1,3589.0,13145.0,69.217687
5,2257.0,6553.0,69.217687
10,2083.0,5683.0,69.217687
30,1949.0,5013.0,69.982993
35,1951.0,5023.0,69.472789
40,1935.0,4943.0,69.897959
50,1947.0,5003.0,69.047619
250,2305.0,6793.0,52.636054
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
