Default GU,Interaction,Signals,Successful rate
1,3602.0,13197.0,68.027211
5,2281.0,6673.0,68.197279
10,2107.0,5803.0,68.197279
30,1971.0,5123.0,69.047619
35,1971.0,5123.0,68.622449
40,1953.0,5033.0,69.132653
50,1965.0,5093.0,68.282313
250,2303.0,6783.0,52.721088
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
