Default GU,Interaction,Signals,Successful rate
1,3597.0,13173.0,68.282313
5,2283.0,6683.0,68.112245
10,2107.0,5803.0,68.197279
30,1975.0,5143.0,68.877551
35,1953.0,5033.0,69.387755
40,1961.0,5073.0,68.792517
50,1951.0,5023.0,68.877551
250,2305.0,6793.0,52.636054
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
