Default GU,Interaction,Signals,Successful rate
1,3588.0,13141.0,69.302721
5,2253.0,6533.0,69.387755
10,2077.0,5653.0,69.472789
30,1957.0,5053.0,69.642857
35,1935.0,4943.0,70.153061
40,1941.0,4973.0,69.642857
50,1937.0,4953.0,69.472789
250,2299.0,6763.0,52.891156
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
