Default GU,Interaction,Signals,Successful rate
1,3600.0,13189.0,68.197279
5,2279.0,6663.0,68.282313
10,2101.0,5773.0,68.452381
30,1967.0,5103.0,69.217687
35,1975.0,5143.0,68.452381
40,1953.0,5033.0,69.132653
50,1963.0,5083.0,68.367347
250,2309.0,6813.0,52.465986
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
