Default GU,Interaction,Signals,Successful rate
1,3594.0,13161.0,68.537415
5,2273.0,6633.0,68.537415
10,2099.0,5763.0,68.537415
30,1973.0,5133.0,68.962585
35,1951.0,5023.0,69.472789
40,1957.0,5053.0,68.962585
50,1949.0,5013.0,68.962585
250,2307.0,6803.0,52.55102
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
