Default GU,Interaction,Signals,Successful rate
1,3611.0,13231.0,67.176871
5,2309.0,6813.0,67.006803
10,2133.0,5933.0,67.091837
30,2001.0,5273.0,67.772109
35,1995.0,5243.0,67.602041
40,1987.0,5203.0,67.687075
50,1985.0,5193.0,67.431973
250,2289.0,6713.0,53.316327
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
