Default GU,Interaction,Signals,Successful rate
1,3610.0,13227.0,67.261905
5,2307.0,6803.0,67.091837
10,2127.0,5903.0,67.346939
30,1997.0,5253.0,67.942177
35,1989.0,5213.0,67.857143
40,1979.0,5163.0,68.027211
50,1985.0,5193.0,67.431973
250,2307.0,6803.0,52.55102
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
