Default GU,Interaction,Signals,Successful rate
1,3593.0,13161.0,68.877551
5,2261.0,6573.0,69.047619
10,2087.0,5703.0,69.047619
30,1961.0,5073.0,69.472789
35,1947.0,5003.0,69.642857
40,1945.0,4993.0,69.472789
50,1949.0,5013.0,68.962585
250,2283.0,6683.0,53.571429
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
