Default GU,Interaction,Signals,Successful rate
1,3617.0,13257.0,66.836735
5,2315.0,6843.0,66.751701
10,2143.0,5983.0,66.666667
30,2011.0,5323.0,67.346939
35,2019.0,5363.0,66.581633
40,1995.0,5243.0,67.346939
50,2001.0,5273.0,66.751701
250,2305.0,6793.0,52.636054
500,2857.0,9553.0,28.996599
1000,3189.0,11213.0,14.795918
