Number of devices,Interaction,Signals,Successful rate
2,216.0,1040.0,70.238095
3,307.0,1475.0,71.626984
4,434.0,2074.0,70.089286
5,572.0,2700.0,68.809524
6,668.0,3172.0,69.444444
