Number of devices,Interaction,Signals,Successful rate
2,236.0,1132.0,67.261905
3,360.0,1728.0,66.865079
4,478.0,2294.0,66.666667
5,591.0,2815.0,67.261905
6,698.0,3298.0,68.055556
