Number of devices,Interaction,Signals,Successful rate
2,236.0,1132.0,67.261905
3,341.0,1645.0,68.055556
4,468.0,2244.0,67.410714
5,567.0,2735.0,68.095238
6,690.0,3330.0,67.559524
