Number of devices,Interaction,Signals,Successful rate
1,230.0,517.0,82.142857
2,346.0,382.0,100.0
3,517.0,563.0,100.0
4,689.0,745.0,100.0
5,855.0,916.0,100.0
6,1025.0,1095.0,100.0
7,1199.0,1278.0,100.0
