Number of devices,Interaction,Signals,Successful rate
1,260.0,682.0,73.214286
2,346.0,382.0,100.0
3,518.0,564.0,100.0
4,685.0,737.0,100.0
5,857.0,918.0,100.0
6,1028.0,1098.0,100.0
7,1200.0,1287.0,100.0
