Number of devices,Interaction,Signals,Successful rate
1,200.0,352.0,91.071429
2,346.0,382.0,100.0
3,518.0,564.0,100.0
4,685.0,737.0,100.0
5,856.0,917.0,100.0
6,1026.0,1096.0,100.0
7,1196.0,1275.0,100.0
