Number of devices,Interaction,Signals,Successful rate
2,216.0,1048.0,69.642857
3,337.0,1625.0,68.452381
4,468.0,2244.0,67.410714
5,581.0,2805.0,67.261905
6,682.0,3290.0,67.956349
