Number of devices,Interaction,Signals,Successful rate
2,190.0,910.0,74.107143
3,294.0,1398.0,73.412698
4,414.0,1974.0,71.577381
5,534.0,2550.0,70.47619
6,660.0,3156.0,69.543651
