Number of devices,Interaction,Signals,Successful rate
1,241.0,573.0,79.761905
2,350.0,396.0,100.0
3,517.0,563.0,100.0
4,686.0,738.0,100.0
5,857.0,918.0,100.0
6,1028.0,1098.0,100.0
7,1200.0,1287.0,100.0
