Number of devices,Interaction,Signals,Successful rate
2,230.0,1118.0,67.559524
3,354.0,1698.0,67.063492
4,470.0,2238.0,67.410714
5,583.0,2775.0,67.619048
6,710.0,3358.0,67.361111
