Number of devices,Interaction,Signals,Successful rate
2,236.0,1140.0,66.964286
3,346.0,1658.0,68.055556
4,462.0,2230.0,67.559524
5,567.0,2735.0,68.095238
6,704.0,3328.0,67.65873
