Number of devices,Interaction,Signals,Successful rate
2,226.0,1082.0,69.345238
3,341.0,1645.0,68.253968
4,456.0,2168.0,68.60119
5,567.0,2735.0,68.095238
6,678.0,3222.0,68.849206
