Number of devices,Interaction,Signals,Successful rate
2,218.0,1050.0,69.940476
3,324.0,1572.0,69.444444
4,456.0,2168.0,68.452381
5,556.0,2660.0,69.285714
6,680.0,3256.0,68.551587
